2,8357,12.307750838
2,8385,10.196952102
2,8526,9.805107708
2,8581,11.160770158
2,8635,10.660351838
2,8703,9.243864366
2,8728,10.92416426
2,8740,11.429307021
2,8748,12.625300706
2,8761,8.739225737
2,8993,10.904159719
2,9034,11.16680328
2,9045,10.90482311
2,9063,9.60886065
2,9104,10.67252849
2,9123,10.432026124
2,9153,9.41209781
2,9241,9.241942925
2,9288,11.707722033
2,9331,8.276775315
2,9357,13.357195786
2,9361,11.710367306
2,9473,13.717267706
2,9476,13.698634843
2,9640,10.911577474
2,9644,9.596068133
2,9695,14.119405769
2,9716,9.222767487
2,9731,9.590342474
2,9749,11.167774132
2,9784,11.69398985
2,9790,9.807663412
2,9821,10.208582139
2,9825,9.414419515
2,9847,9.607477527
2,9878,11.155619847
2,10010,14.545335019
2,10019,13.345764421
2,10041,9.055518763
2,10108,13.326468591
2,10140,9.797631782
2,10310,11.163535811
2,10350,13.716115984
2,10390,15.476728977
2,10442,10.219615898
2,10477,15.477840339
2,10484,9.397120219
2,10623,14.56061291
2,10670,15.986255375
2,10683,12.000462324
2,10712,9.411104183
2,10801,13.347203423
2,10917,11.16879012
2,10954,13.696468709
2,10972,11.705951526
2,10983,8.885527851
2,11034,10.435982975
2,11361,8.12975116
2,11418,10.9023438
2,11556,11.148638827
2,11564,9.781881586
2,11585,19.169716412
2,11601,11.695329932
2,11610,11.691343755
2,11617,12.643546558
2,11637,16.510326403
2,11688,11.170426049
2,11714,12.641512849
2,11758,12.647484314
2,11886,12.013072805
2,11906,10.893277486
2,11957,11.155555681
2,12038,10.905175736
3,12320,8.082704587
3,12341,7.715298152
3,12464,7.478098014
3,12502,11.668917627
3,12532,9.052946377
3,12605,7.137019546
3,12744,9.39721019
3,12806,8.984190351
3,12821,9.482997286
3,12824,8.513604242
3,12835,8.329263323
3,12921,11.6374383
3,12960,9.479721491
3,12981,9.346224649
3,12993,10.762311653
3,13003,11.536152596
3,13011,14.109831717
3,13052,11.669263551
3,13060,14.524294032
3,13195,9.962562666
3,13263,10.595615784
3,13274,11.090165634
3,13281,10.307716136
3,13455,13.499525705
3,13520,8.696009558
3,13584,9.972446548
3,13637,9.508034194
3,13640,8.858598245
3,13673,11.674039198
3,13877,9.161106564
3,13887,10.170406238
3,13924,9.123685466
3,14083,8.631956713
3,14128,11.40666676
3,14228,8.315511669
3,14234,9.510090055
3,14241,8.505353756
3,14346,10.328563242
3,14360,10.839054164
3,14425,11.526001009
3,14527,8.97030201
3,14557,8.696497736
3,14740,14.239748609
3,14767,8.868766033
3,14907,11.270813242
3,15137,9.950312556
3,15145,12.780638288
3,15200,7.944324847
3,15403,12.979675882
3,15522,12.634920857
3,15546,8.679508593
3,15555,10.174056331
3,15675,11.132373881
3,15824,11.976686829
3,15892,13.091902518
3,15935,15.547269452
3,15966,9.753651662
3,15988,7.942079288
3,16083,11.008630376
4,16179,12.305405596
